prestamo_id,cliente_id,sucursal_id,producto_id,oficial_id,numero_contrato,fecha_otorgamiento,fecha_vencimiento,monto_original,saldo_capital_vigente,tasa_interes_nominal_anual,tasa_interes_efectiva_anual,plazo_meses,tipo_credito,moneda,frecuencia_pago,cuota_programada,numero_cuotas_total,numero_cuotas_pagadas,numero_cuotas_pendientes,estado,dias_mora,clasificacion_riesgo_sbs,garantia_tipo,garantia_valor,proposito_credito,canal_desembolso,fecha_primer_pago_programado,fecha_ultimo_pago_real
3517,150,23,1,56,CONT-00003517,24/02/2024,17/08/2025,5329.52,2647.23,28.44,32.4562,18,Personal,PEN,Mensual,367.16,18,10,8,VIGENTE,0,Normal,Aval,0.0,Gastos de Estudios,Transferencia Bancaria,25/03/2024,2024-12-20
3518,871,9,4,24,CONT-00003518,2022/02/06,25/07/2024,13085.83,0.0,34.91,41.0746,30,Microempresa,pen,Mensual,659.81,30,30,0,CANCELADO,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Transferencia Bancaria,2022/03/08,2024-07-25
3519,3307,10,3,12,CONT-00003519,2021/08/06,2025-01-17,13980.21,429.88,15.81,17.0075,42, VehIcuLar,PEN,Mensual,435.54,42,41,1,Vigente,0,Normal,Prenda Vehicular,25556.71,Maquinaria,Cheque de Gerencia,2021-09-05,18-12-2024
3520,2636,10,5,9,CONT-00003520,31/07/2022,2025-04-16,12222.0,2252.06,39.04,46.8416,33,Consumo,PEN,Mensual,609.54,33,29,4,Vigente,0,Normal,Aval,0.0,Atención Médica,Transferencia Bancaria,30/08/2022,2024/12/17
3521,1828,13,8,20,CONT-00003521,2020-02-10,2020-05-10,1098.09,0.0,19.57,21.4244,3,Microempresa,PEN,Mensual,378.03,3,3,0,Cancelado,0,Normal,Aval,0.0,Adquisición de Activo Fijo,Transferencia Bancaria,2020-03-11,2020-05-10
3522,3241,3,4,9,CONT-00003522,31/07/2023,2024-07-25,3690.81,0.0,39.46,47.44,12,Microempresa,Sol,Mensual,377.2,12,12,0,Cancelado,0,,Aval,0.0,Capital de Trabajo,Transferencia Bancaria,30/08/2023,25-07-2024
3523,1975,5,3,55,CONT-00003523,2023-07-07,2029/06/05,13045.67,10958.67,18.0,19.5618,72,Vehicular,PEN,Mensual,297.54,72,18,54,Vigente,0,Normal,Prenda Vehicular,18952.6,Maquinaria,Transferencia Bancaria,2023/08/06,2024/12/28
3524,3633,7,6,14,CONT-00003524,13/03/2024,2030-08-09,14187.68,13317.93,19.85,21.7593,78,Personal,Sol,Mensual,325.11,78,9,69,VIGENTE,0,normal,Sin Garantía,0.0,Viaje / Turismo,Agencia,2024-04-12,2024-12-08
3525,1091,1,1,8,CONT-00003525,2020-01-08,2021/01/02,2075.26,0.0,35.8,42.2995,12,Personal,PEN,Mensual,208.28,12,12,0,Cancelado,0,Normal,Aval,0.0,Viaje / Turismo,Cheque de Gerencia,2020-02-07,2021/01/02
3526,1188,18,1,11,CONT-00003526,23-01-2024,17-01-2025,1715.99,161.52,27.55,31.3093,12,Personal,PEN,Mensual,165.23,12,11,1,Vigente,0,Normal,Aval,0.0,Viaje / Turismo,Transferencia Bancaria,2024/02/22,2024-12-18
3527,4383,11,1,17,CONT-00003527,2021-05-03,2026/04/07,49574.47,22500.35,36.0,42.5761,60,Personal,PEN,Mensual,1791.27,60,44,16,Vigente,0,Normal,Sin Garantía,0.0,Libre Disponibilidad,Transferencia Bancaria,2021-06-02,13-12-2024
3528,2634,6,5,40,CONT-00003528,2024/01/31,2025-10-22,3625.36,1989.54,33.81,39.574,21,Consumo,PEN,Mensual,231.07,21,11,10,Vigente,0,CPP,Carta Fianza,0.0,Atención Médica,Cheque de Gerencia,2024/03/01,2024-12-26
3529,783,11,4,17,CONT-00003529,2023-10-03,2026-03-21,5785.3,3383.83,27.75,31.5662,30,Microempresa,PEN,Mensual,269.54,30,15,15,Vigente,0,CPP,Sin Garantía,0.0, Capital de Trabajo,Agencia,2023-11-02,2024-12-26
3530,4377,12,5,42,CONT-00003530,2020-12-15,2023/09/01,1147.15,0.0,36.23,42.8948,33,Consumo,PEN ,Mensual,55.39,33,33,0,Cancelado,0,Normal,Sin Garantía,0.0,Vestimenta y Calzado,Agencia,14/01/2021,2023-09-01
3531,846,18,1,58,CONT-00003531,2020-07-16,2022-01-07,23873.57,0.0,21.6,23.8721,18,Personal,PEN,Mensual,1564.55,18,18,0,Castigado,16,Pérdida,Aval,0.0,Mejoras del Hogar,Cheque de Gerencia,2020/08/15,2022/01/07
3532,1514,20,5,18,CONT-00003532,15/04/2022,2024/07/03,872.12,0.0,33.95,39.7642,27,Consumo,PEN,Mensual,46.63,27,27,0,Cancelado,0,Normal,Carta Fianza,0.0,Muebles y Enseres,Transferencia Bancaria,15-05-2022,2024-07-03
3533,199,7,6,4,CONT-00003533,2020/03/08,2021/08/30,6564.01,0.0,14.47,15.4693,18,Personal,PEN,Mensual,407.86,18,18,0,Cancelado,0,Normal,Aval,0.0,Mejoras del Hogar,Agencia,2020/04/07,30-08-2021
3534,4,15,1,32,CONT-00003534,2022/08/13,19-01-2027,9537.5,6248.78,36.0,42.5761,54,Personal,PEN,Mensual,358.85,54,29,25,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria ,2022-09-12,30-12-2024
3535,527,10,8,12,CONT-00003535,2023/01/12,2023-10-09,7806.12,0.0,17.22,18.6462,9,Microempresa,PEN,Mensual,930.76,9,9,0,Cancelado,0,Normal ,Carta Fianza,0.0,Compra de Inventario,Agencia,2023-02-11,2023-10-09
3536,2038,20,6,60,CONT-00003536,22-11-2022,19/04/2029,6377.31,5350.81,15.89,17.0999,78,Personal,PEN,Mensual,131.62,78,25,53,Moroso,210,CPP,Carta Fianza,0.0,Viaje / Turismo,Agencia,22-12-2022,2024/12/11
3537,897,14,3,28,CONT-00003537,2020/12/02,15/05/2024,27762.84,0.0,16.81,18.1676,42,Vehicular,PEN,Mensual,878.92,42,42,0,Cancelado,0,Normal,Prenda Vehicular,50480.75,Vehículo Usado,Transferencia Bancaria,2021/01/01,15-05-2024
3538,4802,24,1,48,CONT-00003538,28-03-2022,2027/03/02,20139.1,12298.43,26.61,30.1077,60,Personal,PEN,mensual,610.27,60,33,27,Vigente,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Agencia,27-04-2022,2024-12-12
3539,2603,10,2,12,CONT-00003539,20-01-2022,2050/02/22,305849.25,298757.07,9.45,9.8702,342,Hipotecario,PEN,Mensual,2585.34,342,35,307,Vigente,0,Normal,Bien Inmueble,380935.89,Ampliación y Remodelación,Cheque de Gerencia,19-02-2022,2024/12/05
3540,2751,11,3,17,CONT-00003540,2023/06/08,18-05-2027,20245.61,13902.1,18.0,19.5618,48,Vehicular,PEN,Mensual,594.71,48,19,29,Vigente,0,Normal,Bien Inmueble,25584.33,Maquinaria,Cheque de Gerencia,2023-07-08,2024/12/29
3541,3490,2,5,36,CONT-00003541,21/01/2022,2024/10/07,5638.98,0.0,26.63,30.1332,33,Consumo,PEN,Mensual,242.82,33,33,0,Cancelado,0,Normal,Sin Garantía,0.0,Vestimenta y Calzado,Transferencia Bancaria,2022-02-20,2024-10-07
3542,5,4,5,10,CONT-00003542,2023/06/19,2024-03-15,1937.66,482.71,35.13,41.3765,9,Consumo,PEN,Mensual,248.02,9,9,0,Moroso,136,Deficiente,Sin Garantía,0.0,Vestimenta y Calzado,Agencia,19-07-2023,2024-03-15
3543,138,4,8,19,CONT-00003543,24/03/2022,17-06-2023,3311.39,0.0,28.04,31.9396,15,Microempresa,PEN,Mensual,264.25,15,15,0,Castigado,2,Pérdida,Carta Fianza,0.0,Expansión de Negocio,Agencia,23-04-2022,2023-06-17
3544,3607,10,1,9,CONT-00003544,2020/03/05,2025-02-07,45659.22,2655.62,26.16,29.5361,60,Personal,PEN,Mensual,1371.39,60,58,2,Vigente,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,2020/04/04,2024-12-09
3545,1743,10,4,9,CONT-00003545,2020/06/06,2021-06-01,24401.06,0.0,35.63,42.0648,12,Microempresa,PEN,Mensual,2446.87,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Agencia,2020-07-06,2021/06/01
3546,1330,10,5,9,CONT-00003546,2020/06/07,2022/08/26,8405.71,0.0,31.58,36.5767,27,Consumo,PEN,Mensual ,438.83,27,27,0,Cancelado,0,Normal,Aval,0.0,Muebles y Enseres,Cheque de Gerencia,2020-07-07,26/08/2022
3547,3015,16,1,35,CONT-00003547,26/06/2022,2026-12-02,8024.17,5095.74,35.56,41.9682,54,  Personal,PEN,Mensual,299.7,54,30,24,Refinanciado,0,Normal,Aval,0.0,Emergencia Médica,Cheque de Gerencia,2022-07-26,2024/12/12
3548,2812,1,3,8,CONT-00003548,2023-10-03,2025/09/22,18522.51,7731.13,18.0,19.5618,24,Vehicular,PEN,Mensual,924.72,24,15,9,Vigente,0,,Prenda Vehicular,29194.77,Maquinaria,Cheque de Gerencia,2023/11/02,2024/12/26
3549,2456,20,3,31,CONT-00003549,19/09/2023,2026/03/07,20525.45,11334.61,16.89,18.2608,30,Vehicular,Soles,Mensual,843.5,30,15,15,Vigente,0,Normal,Bien Mueble,27503.18,Vehículo Nuevo,Transferencia Bancaria,19/10/2023,2024-12-12
3550,2785,20,5,2,CONT-00003550,2021/01/08,2023/03/29,17112.04,0.0,32.07,37.2302,27,Consumo,PEN,Mensual,897.78,27,27,0,Cancelado,0,Normal,Carta Fianza,0.0,Electrodomésticos,Transferencia Bancaria,2021/02/07,29-03-2023
3551,1700,17,4,52,CONT-00003551,2021-11-18,2025-05-01,6390.8,1048.22,22.63,25.1312,42,Microempresa,PEN,Mensual,221.65,42,37,5,Vigente,0,Normal,Sin Garantía,0.0,,Cheque de Gerencia,18-12-2021,2024/12/02
3552,1163,1,3,8,CONT-00003552,29/07/2021,2022-07-24,13634.4,0.0,14.16,15.1161,12,Vehicular,PEN,mensual,1225.22,12,12,0,Cancelado,0,Normal,Prenda Vehicular,27021.96,Vehículo Comercial,Agencia,2021-08-28,2022/07/24
3553,2768,19,5,16,CONT-00003553,2024/07/05,2025/04/01,2262.2,1075.99,34.05,39.9001,9,Consumo,PEN,Mensual,288.35,9,5,4,Vigente,0,,Carta Fianza,0.0,Muebles y Enseres,Cheque de Gerencia,2024/08/04,2024/12/02
3554,3659,18,1,13,CONT-00003554,2024-01-22,2027/07/05,22202.18,20058.21,30.7,35.4102,42,Personal,PEN,Mensual,868.66,42,11,31,Moroso,111,Deficiente,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,2024/02/21,2024/12/17
3555,3726,3,1,20,CONT-00003555,2022-03-20,2024-03-09,15310.77,0.0,34.82,40.9512,24,Personal,PEN,Mensual,894.51,24,24,0,Cancelado,0,Normal,Sin Garantía,0.0,MEJORAS DEL HOGAR,Agencia,2022/04/19,2024/03/09
3556,1572,5,5,55,CONT-00003556,2020-06-24,2022-09-12,8350.54,0.0,37.02,43.9944,27,Consumo,PEN,Mensual,460.25,27,27,0,Cancelado,0,Normal,Sin Garantía,0.0,Electrodomésticos,Cheque de Gerencia,2020/07/24,2022/09/12
3557,1990,19,5,16,CONT-00003557,2023-05-13,2023/08/11,1731.63,0.0,38.87,46.6,3,Consumo,PEN,Mensual,615.0,3,3,0,Cancelado,0,NORMAL,Aval,0.0,Muebles y Enseres,Transferencia Bancaria,2023-06-12,2023-08-11
3558,2659,5,1,55,CONT-00003558,2024/05/11,2026/10/28,11306.64,9472.98,35.37,41.7065,30,Personal,PEN,Mensual,572.95,30,7,23,Vigente,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Transferencia Bancaria,2024-06-10,2024-12-07
3559,3136,20,1,7,CONT-00003559,13-11-2023,2025/05/06,8337.56,2732.4,32.61,37.9537,18,Personal,PEN,Mensual,591.83,18,13,5,Vigente,0,CPP,Aval,0.0,Emergencia Médica,Agencia,13/12/2023,2024/12/07
3560,1400,3,1,12,CONT-00003560,2024/05/10,2024/11/06,1075.62,0.0,31.06,35.8863,6,Personal,PEN,Mensual,195.86,6,6,0,Cancelado,0,Normal,Carta Fianza,0.0,Mejoras del Hogar,Transferencia Bancaria,2024/06/09,2024/11/06
3561,1279,13,3,20,CONT-00003561,14/12/2023,2025-06-06,12242.98,4398.14,15.46,16.6039,18, Vehicular,PEN,Mensual,766.43,18,12,6,Vigente,0,Normal,Prenda Vehicular,13524.04,Maquinaria,Agencia,13/01/2024,2024-12-08
3562,4355,22,5,47,CONT-00003562,2024-09-02,2025/11/26,12061.32,9289.89,31.61,36.6166,15,Consumo,pen,Mensual,983.79,15,4,11,Vigente,0,Normal,Aval,0.0,Electrodomésticos,Cheque de Gerencia,2024-10-02,31-12-2024
3563,940,11,8,17,CONT-00003563,24/10/2021,2023/07/16,22318.29,0.0,27.52,31.2708,21,Microempresa,PEN,Mensual,1351.07,21,21,0,Cancelado,0,Normal,Sin Garantía,0.0,Capital de Trabajo,Cheque de Gerencia,23/11/2021,2023/07/16
3564,389,6,1,40,CONT-00003564,2023-09-10,2025-03-03,1187.12,225.25,21.61,23.8842,18,Personal,PEN,Mensual,77.8,18,15,3,Vigente,0,Normal,Carta Fianza,0.0,EMERGENCIA MÉDICA,Transferencia Bancaria,2023-10-10,2024/12/03
3565,4432,19,2,38,CONT-00003565,21/04/2020,2036/07/26,78556.34,68028.23,11.0,11.5719,198,Hipotecario,PEN,Mensual,861.56,198,57,141,Vigente,0,Normal,Bien Inmueble,170226.4,,Cheque de Gerencia,2020-05-21,26-12-2024
3566,4208,2,5,36,CONT-00003566,2022-01-08,2024-09-24,7426.29,0.0,36.88,43.799,33,Consumo,PEN,Mensual,361.29,33,33,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,Transferencia Bancaria,2022-02-07,24/09/2024
3567,3789,14,1,54,CONT-00003567,2020-10-09,2022-04-02,5265.26,0.0,25.15,28.2615,18,Personal,PEN,Mensual,354.17,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Libre Disponibilidad,Transferencia Bancaria,2020/11/08,2022/04/02
3568,4683,14,1,28,CONT-00003568,2024/02/20,18-08-2024,2255.32,0.0,36.0,42.5761,6,Personal,PEN,Mensual ,416.33,6,6,0,Cancelado,0,Normal,Aval,0.0,Viaje / Turismo,Transferencia Bancaria,21-03-2024,18-08-2024
3569,770,10,1,9,CONT-00003569,16-08-2022,2026/07/26,23999.4,15828.5,24.07,26.9112,48,Personal,PEN,Mensual,783.35,48,28,20,Moroso,105,CPP,Carta Fianza,0.0,Emergencia Médica,Agencia,2022-09-15,2024/12/03
3570,4829,2,8,36,CONT-00003570,17/07/2024,15/10/2024,1840.38,0.0,25.75,29.0173,3,Microempresa,PEN,Mensual,639.97,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Agencia,2024/08/16,2024/10/15
3571,3879,10,1,12,CONT-00003571,2020/07/31,2022/07/21,11465.0,0.0,21.6,23.8721,24,Personal,PEN,Mensual,592.52,24,24,0,Cancelado,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,30/08/2020,21-07-2022
3572,2758,15,4,51,CONT-00003572,2022/11/02,2023/05/01,4207.25,0.0,28.54,32.5857,6,Microempresa,PEN,Mensual,760.72,6,6,0,Cancelado,0,Normal,Sin Garantía,0.0,Expansión de Negocio,Agencia,2022-12-02,2023-05-01
3573,1740,2,8,36,CONT-00003573,24-08-2023,2024-11-16,4024.21,0.0,20.74,22.8296,15,Microempresa,PEN,Mensual,306.86,15,15,0,Cancelado,0,Normal,Sin Garantía,0.0,Compra de Inventario,Agencia,2023/09/23,2024-11-16
3574,3708,20,4,41,CONT-00003574,2022/02/18,13-02-2023,5365.52,0.0,44.3,54.4992,12,Microempresa,PEN,Mensual,561.53,12,12,0,Cancelado,0,Normal,Sin Garantía,0.0,Expansión de Negocio,Transferencia Bancaria,2022-03-20,2023-02-13
3575,2819,5,5,55,CONT-00003575,2021/05/12,2022/02/06,18767.34,4645.45,36.68,43.5202,9,Consumo,PEN,Mensual,2416.74,9,9,0,Moroso,185,CPP,Carta Fianza,0.0,Muebles y Enseres,Cheque de Gerencia,2021-06-11,2022-02-06
3576,4585,24,5,48,CONT-00003576,26/03/2022,2022/06/24,2336.28,810.65,28.43,32.4433,3,Consumo,PEN,Mensual,815.95,3,3,0,Moroso,161,Dudoso,Carta Fianza,0.0,Electrodomésticos,Agencia,25/04/2022,2022-06-24
3577,1978,21,6,59,CONT-00003577,2021/12/10,2024-05-28,5961.65,0.0,23.47,26.1668,30,Personal  ,PEN,Mensual,264.57,30,30,0,Cancelado,0,Normal,Carta Fianza,0.0,Gastos de Estudios,Agencia,2022/01/09,28-05-2024
3578,1283,20,4,21,CONT-00003578,26/01/2022,2023-07-20,14839.81,0.0,38.52,46.1037,18,Microempresa,PEN,MENSUAL,1098.23,18,18,0,Cancelado,0,Normal,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,25/02/2022,20/07/2023
3579,4166,20,1,19,CONT-00003579,2022/11/25,14-11-2024,34148.41,0.0,21.59,23.8599,24,Personal,PEN,Mensual,1764.65,24,24,0,Cancelado,0,Normal,Aval,0.0,Libre Disponibilidad,Transferencia Bancaria,2022/12/25,14/11/2024
3580,1521,1,1,8,CONT-00003580,2021/10/14,2022-04-12,4200.74,0.0,24.62,27.5972,6,Personal,PEN,Mensual ,751.25,6,6,0,CANCELADO,0,Normal,Aval,0.0,Mejoras del Hogar,Agencia,2021/11/13,2022-04-12
3581,3804,11,1,17,CONT-00003581,17-09-2022,2025/03/05,1035.21,415.1,31.7,36.7365,30,Personal,PEN,Mensual,50.4,30,27,3,Moroso,153,Deficiente,Sin Garantía,0.0,,Cheque de Gerencia,17-10-2022,2024/12/05
3582,3576,9,5,29,CONT-00003582,2021/09/11,30-11-2023,13038.98,0.0,38.82,46.529,27,Consumo,PEN,Mensual,731.45,27,27,0,Cancelado,0,Normal,Carta Fianza,0.0,Vestimenta y Calzado,Transferencia Bancaria,2021/10/11,2023-11-30
3583,1735,9,8,24,CONT-00003583,2021-07-12,2021/10/10,1769.25,0.0,21.72,24.0182,3,Microempresa,PEN,Mensual,611.23,3,3,0,Cancelado,0,Normal,Carta Fianza,0.0,Compra de Inventario,Transferencia Bancaria,2021/08/11,2021/10/10
3584,4050,3,3,32,CONT-00003584,15-07-2022,2028-06-13,47026.88,33243.58,18.0,19.5618,72,Vehicular,PEN ,Mensual,1072.58,72,30,42,Vigente,0,Normal,Prenda Vehicular,52467.94,Vehículo Nuevo,Cheque de Gerencia,14/08/2022,2024-12-31
3585,976,2,5,36,CONT-00003585,14/01/2022,2024/09/30,7218.14,0.0,41.56,50.4657,33,Consumo,PEN,Mensual,370.42,33,33,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,Agencia,2022-02-13,2024/09/30
3586,199,7,4,39,CONT-00003586,2023/12/16,2026/06/03,5905.5,4906.31,45.59,56.4323,30, Microempresa,PEN,Mensual,333.24,30,12,18,Moroso,147,,Sin Garantía,0.0,Compra de Inventario,Transferencia Bancaria,2024-01-15,2024-12-10
3587,837,14,2,54,CONT-00003587,2022/06/20,2038/03/28,92600.74,86482.78,11.0,11.5719,192,Hipotecario,PEN,Mensual,1026.94,192,30,162,Vigente,0,Normal,Bien Inmueble,138101.28,Compra de Vivienda,Cheque de Gerencia,20/07/2022,2024-12-06
3588,356,19,3,16,CONT-00003588,16-04-2022,2024/10/02,12705.03,0.0,13.86,14.7753,30,Vehicular,PEN,Mensual,503.52,30,30,0,Cancelado,0,Normal,Bien Mueble,24537.33,Vehículo Usado,Agencia,16-05-2022,2024-10-02
3589,4857,22,1,44,CONT-00003589,31-10-2020,2022-10-21,4792.94,0.0,36.0,42.5761,24,Personal,PEN,Mensual,283.01,24,24,0,Cancelado,0,Normal,Sin Garantía,0.0,Emergencia Médica,Cheque de Gerencia,30-11-2020,21-10-2022
3590,1582,22,4,47,CONT-00003590,18/06/2023,2026-06-02,54723.19,36342.97,46.32,57.536,36,Microempresa,PEN,Mensual,2838.28,36,18,18,Vigente,0,Normal,Sin Garantía,0.0,Expansión de Negocio,Cheque de Gerencia,2023/07/18,2024-12-09
3591,4284,13,6,46,CONT-00003591,2024/06/28,28-05-2030,53286.6,50426.7,14.91,15.9723,72,Personal,PEN,Mensual,1124.14,72,6,66,Vigente,0,Normal,Sin Garantía,0.0,Mejoras del Hogar,Cheque de Gerencia,28-07-2024,25/12/2024
3592,3526,2,3,36,CONT-00003592,2022/04/09,2026-03-19,24029.72,9293.6,16.84,18.2025,48,Vehicular,PEN,Mensual,691.39,48,33,15,Vigente,0,Normal,Prenda Vehicular,49196.91,Vehículo Comercial,Cheque de Gerencia,2022-05-09,2024-12-24
3593,1549,10,5,12,CONT-00003593,2021/02/03,2022-04-29,12307.15,0.0,42.0,51.1069,15,Consumo,PEN,Mensual,1068.57,15,15,0,Cancelado,0,Normal,Carta Fianza,0.0,Muebles y Enseres,Cheque de Gerencia,2021/03/05,29-04-2022
3594,4347,18,2,11,CONT-00003594,27-04-2021,2039/01/23,384004.35,349961.74,9.93,10.3946,216,Hipotecario,PEN,Mensual,3822.17,216,44,172,Vigente,0,Normal,Bien Mueble,563287.48,Ampliación y Remodelación,Agencia,2021/05/27,2024-12-07
3595,1830,15,4,51,CONT-00003595,2023/12/06,2025/11/25,14824.09,10347.53,39.32,47.2403,24,Microempresa,PEN,Mensual,901.62,24,13,11,Moroso,320,CPP,Sin Garantía,0.0,Capital de Trabajo,Transferencia Bancaria,2024/01/05,30-12-2024
3596,3296,21,2,59,CONT-00003596,2020/03/08,13/10/2047,342400.62,330722.65,11.0,11.5719,336,Hipotecario,PEN,Mensual,3292.11,336,58,278,Vigente,0,Normal,Bien Mueble,735944.73,Ampliación y Remodelación,Transferencia Bancaria,2020/04/07,2024/12/12
3597,2348,4,1,45,CONT-00003597,2020/02/16,2022-04-08,24362.16,0.0,27.3,30.9887,30,Personal,PEN,Mensual,1129.33,30,30,0,Cancelado,0,Normal,Carta Fianza,0.0,MeJoRaS DeL HoGaR,Agencia,2020/03/17,2022-08-04
3598,752,18,1,58,CONT-00003598,2022-08-03,2025-01-19,7408.2,2447.74,36.0,42.5761,30,Personal,PEN,Mensual,377.96,30,29,1,Moroso,262,Deficiente,Aval,0.0,Gastos de Estudios,Cheque de Gerencia,2022-09-02,2024-12-20
3599,639,18,4,11,CONT-00003599,2023-09-28,2024-09-22,4543.11,0.0,38.83,46.5432,12,  Microempresa,PEN,Mensual,462.86,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Expansión de Negocio,Agencia,28/10/2023,2024-09-22
3600,3332,3,3,8,CONT-00003600,28-07-2021,14-01-2024,101722.74,0.0,15.58,16.7421,30,Vehicular,PEN,Mensual,4115.56,30,30,0,cancelado,0,Normal ,Bien Mueble,194745.44,Maquinaria,Agencia,2021/08/27,14-01-2024
3601,4921,22,4,33,CONT-00003601,2020-10-11,2022-04-04,2670.79,0.0,27.07,30.6944,18,Microempresa,PEN,Mensual,182.18,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Capital de Trabajo,Agencia,2020/11/10,2022/04/04
3602,4912,22,1,47,CONT-00003602,2020/04/01,2023/03/17,2868.16,0.0,33.66,39.3705,36,Personal,PEN,Mensual,127.58,36,36,0,Cancelado,0,Normal,Sin Garantía,0.0,Gastos de Estudios,Cheque de Gerencia,2020-05-01,2023/03/17
3603,1173,12,1,1,CONT-00003603,2022-01-28,2025/01/12,13883.68,531.94,23.69,26.4393,36,Personal,PEN,Mensual,542.44,36,35,1,Vigente,0,,Aval,0.0,Gastos de Estudios,Transferencia Bancaria,2022-02-27,13-12-2024
3604,801,8,3,3,CONT-00003604,2021-10-03,17-09-2024,19996.21,0.0,17.62,19.115,36,Vehicular,PEN,Mensual,719.1,36,36,0,Cancelado,0,Normal,Bien Inmueble,26631.16,Vehículo Usado,Cheque de Gerencia,2021-11-02,2024/09/17
3605,4898,11,4,17,CONT-00003605,2024-02-04,2026-07-23,15553.88,11170.59,30.99,35.7936,30,Microempresa,PEN,Mensual,751.33,30,11,19,Vigente,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo  ,Agencia,2024-03-05,30-12-2024
3606,1297,16,3,35,CONT-00003606,2020-07-01,2023/06/16,19443.06,0.0,14.2,15.1616,36,Vehicular,PEN,Mensual,666.41,36,36,0,Cancelado,0,Normal,Bien Mueble,39731.31,Vehículo Comercial,Cheque de Gerencia,2020/07/31,16/06/2023
3607,4833,11,1,17,CONT-00003607,2023-08-01,2026/07/16,37469.28,23038.57,23.93,26.7372,36,Personal,PEN,Mensual,1468.65,36,17,19,Refinanciado,16,Deficiente,Carta Fianza,0.0,Mejoras del Hogar,Cheque de Gerencia,2023-08-31,23/12/2024
3608,982,12,5,1,CONT-00003608,2021-02-21,18-11-2021,3293.13,0.0,38.96,46.7278,9,Consumo,PEN,Mensual,427.83,9,9,0,Cancelado,0,Normal,Carta Fianza,0.0,Vestimenta y Calzado,Agencia,2021-03-23,2021-11-18
3609,313,1,3,8,CONT-00003609,2024/08/30,2026-08-20,65088.52,55742.63,17.43,18.8921,24,Vehicular,PEN,Mensual,3231.59,24,4,20,Vigente,0,Normal,Bien Mueble,72805.38,Maquinaria,Cheque de Gerencia,2024/09/29,2024/12/28
3610,4620,2,1,36,CONT-00003610,26-03-2021,2022-09-17,1958.16,0.0,36.0,42.5761,18,Personal,PEN,Mensual,142.38,18,18,0,Cancelado,0,Normal,Carta Fianza,0.0,Libre Disponibilidad,Cheque de Gerencia,25/04/2021,2022/09/17
3611,2974,16,5,23,CONT-00003611,19/01/2023,19/04/2023,6046.57,0.0,42.0,51.1069,3,Consumo,PEN,Mensual,2158.23,3,3,0,Cancelado,0,Normal,Aval,0.0,Vestimenta y Calzado,Agencia,2023-02-18,19/04/2023
3612,3791,22,5,33,CONT-00003612,2024-06-21,2025/03/18,2329.42,854.48,40.26,48.586,9,Consumo,PEN,Mensual,304.15,9,6,3,vigente,0,CPP,Aval,0.0,Vestimenta y Calzado,Transferencia Bancaria,21/07/2024,18-12-2024
3613,3064,14,1,54,CONT-00003613,22/05/2020,17-05-2021,5576.23,0.0,32.93,38.3841,12,Personal,PEN,Mensual,551.68,12,12,0,Cancelado,0,Normal,Carta Fianza,0.0,Viaje / Turismo,Cheque de Gerencia,2020-06-21,2021/05/17
3614,93,15,3,51,CONT-00003614,2023/03/04,2028-08-04,37688.95,31456.39,14.84,15.8922,66,Vehicular,PEN,Mensual,838.78,66,22,44,Moroso,149,Dudoso,Bien Mueble,47423.26,Vehículo Usado,Agencia,2023-04-03,23-12-2024
3615,3790,13,4,20,CONT-00003615,2023-06-29,2026-06-13,2882.43,1756.03,29.97,34.4495,36,Microempresa,PEN,Mensual,122.32,36,18,18,Vigente,0,Normal,Carta Fianza,0.0,Adquisición de Activo Fijo,Cheque de Gerencia,29/07/2023,2024/12/20
3616,3320,21,5,59,CONT-00003616,2020/10/10,2022-07-02,10663.25,0.0,32.63,37.9805,21, ConSumO,PEN,Mensual,673.16,21,21,0,Cancelado,0,Normal,Sin Garantía,0.0,Vestimenta y Calzado,Cheque de Gerencia,2020-11-09,2022-07-02
3617,1923,6,4,40,CONT-00003617,2021-03-12,2023-03-02,16786.16,0.0,26.67,30.1841,24,Microempresa,PEN,Mensual,910.03,24,24,0,Cancelado,0,Normal,Aval,0.0,Capital de Trabajo,Agencia,2021-04-11,2023/03/02
3618,194,12,5,42,CONT-00003618,2022-03-08,2024-05-26,8128.6,0.0,36.84,43.7432,27,Consumo,PEN,Mensual,447.22,27,27,0,Cancelado,0,Normal,Carta Fianza,0.0,Atención Médica,Cheque de Gerencia,2022-04-07,2024/05/26
