pago_id,prestamo_id,numero_cuota,fecha_vencimiento_cuota,fecha_pago,monto_cuota_programada,monto_capital_programado,monto_interes_programado,monto_pagado_total,monto_capital_pagado,monto_interes_pagado,monto_mora_pagado,saldo_capital_despues_pago,dias_retraso,estado_pago,canal_pago,referencia_pago
71675,3448,3,2021-03-18,2021-03-18,463.63,301.58,162.05,463.63,301.58,162.05,0.0,6777.32,0,Puntual,App Móvil,REF0000071675
71676,3448,4,2021-04-17,2021-04-17,463.63,308.49,155.14,463.63,308.49,155.14,0.0,6468.83,0,Puntual,App Móvil,REF0000071676
71677,3448,5,2021-05-17,2021-09-29,463.63,315.55,148.08,494.93,315.55,148.08,31.3,6153.28,135,Muy Tardío,App Móvil,REF0000071677
71678,3448,6,2021-06-16,2021-06-16,463.63,322.77,140.86,463.63,322.77,140.86,0.0,5830.51,0,Puntual,Transferencia Interbancaria,REF0000071678
71679,3448,7,2021-07-16,2021-07-16,463.63,330.16,133.47,463.63,330.16,133.47,0.0,5500.35,0,Puntual,App Móvil,REF0000071679
71680,3448,8,2021-08-15,2021-08-15,463.63,337.72,125.91,463.63,337.72,125.91,0.0,5162.63,0,Puntual,Agencia,REF0000071680
71681,3448,9,2021-09-14,2021-09-14,463.63,345.45,118.18,463.63,345.45,118.18,0.0,4817.18,0,Puntual,Web Banca,REF0000071681
71682,3448,10,2021-10-14,2021-10-14,463.63,353.36,110.27,463.63,353.36,110.27,0.0,4463.82,0,Puntual,Cajero ATM,REF0000071682
71683,3448,11,2021-11-13,2021-11-13,463.63,361.45,102.18,463.63,361.45,102.18,0.0,4102.37,0,Puntual,App Móvil,REF0000071683
71684,3448,12,2021-12-13,2021-12-14,463.63,369.72,93.91,463.63,369.72,93.91,0.0,3732.65,1,Con Gracia,Agente Bancario,REF0000071684
71685,3448,13,2022-01-12,2022-01-12,463.63,378.18,85.45,463.63,378.18,85.45,0.0,3354.47,0,Puntual,Transferencia Interbancaria,REF0000071685
71686,3448,14,2022-02-11,2022-02-11,463.63,386.84,76.79,463.63,386.84,76.79,0.0,2967.63,0,Puntual,Agente Bancario,REF0000071686
71687,3448,15,2022-03-13,2022-03-13,463.63,395.7,67.93,463.63,395.7,67.93,0.0,2571.93,0,Puntual,Agente Bancario,REF0000071687
71688,3448,16,2022-04-12,2022-04-12,463.63,404.75,58.88,463.63,404.75,58.88,0.0,2167.18,0,Puntual,App Móvil,REF0000071688
71689,3448,17,2022-05-12,2022-05-12,463.63,414.02,49.61,463.63,414.02,49.61,0.0,1753.16,0,Puntual,Agente Bancario,REF0000071689
71690,3448,18,2022-06-11,2022-06-11,463.63,423.5,40.13,463.63,423.5,40.13,0.0,1329.66,0,Puntual,App Móvil,REF0000071690
71691,3448,19,2022-07-11,2022-07-11,463.63,433.19,30.44,463.63,433.19,30.44,0.0,896.47,0,Puntual,Cajero ATM,REF0000071691
71692,3448,20,2022-08-10,2022-08-17,463.63,443.11,20.52,463.63,443.11,20.52,0.0,453.36,7,Con Gracia,App Móvil,REF0000071692
71693,3448,21,2022-09-09,2022-09-09,463.63,453.36,10.27,463.63,453.36,10.27,0.0,0.0,0,Puntual,app movil,REF0000071693
71694,3449,1,2023-09-27,2023-09-27,980.15,283.22,696.93,980.15,283.22,696.93,0.0,22947.68,0,Puntual,Agencia,REF0000071694
71695,3449,2,2023-10-27,2023-10-27,980.15,291.72,688.43,980.15,291.72,688.43,0.0,22655.96,0,Puntual,Agencia,REF0000071695
71696,3449,3,2023-11-26,2023-11-26,980.15,300.47,679.68,980.15,300.47,679.68,0.0,22355.49,0,Puntual,Agencia,REF0000071696
71697,3449,4,2023-12-26,2023-12-26,980.15,309.49,670.66,980.15,309.49,670.66,0.0,22046.0,0,Puntual,Web Banca,REF0000071697
71698,3449,5,2024-01-25,2024-01-25,980.15,318.77,661.38,980.15,318.77,661.38,0.0,21727.23,0,Puntual,Transferencia Interbancaria,REF0000071698
71699,3449,6,2024-02-24,2024-06-14,980.15,328.33,651.82,1034.55,328.33,651.82,54.4,21398.9,111,Muy Tardío,Agencia,REF0000071699
71700,3449,7,2024-03-25,2024-03-25,980.15,338.18,641.97,980.15,338.18,641.97,0.0,21060.72,0,Con Gracia,App Móvil,REF0000071700
71701,3449,8,2024-04-24,2024-04-24,980.15,348.33,631.82,980.15,348.33,631.82,0.0,20712.39,0,Puntual,Cajero ATM,REF0000071701
71702,3449,9,2024-05-24,2024-06-06,980.15,358.78,621.37,980.15,358.78,621.37,0.0,20353.61,13,Tardío,App Móvil,REF0000071702
71703,3449,10,2024-06-23,2024-07-22,980.15,369.54,610.61,980.15,369.54,610.61,0.0,19984.07,29,Tardío,App Móvil,REF0000071703
71704,3449,11,2024-07-23,2024-07-23,980.15,380.63,599.52,980.15,380.63,599.52,0.0,19603.44,0,Puntual,App Móvil,REF0000071704
71705,3449,12,2024-08-22,2024-11-15,980.15,392.05,588.1,1021.81,392.05,588.1,41.66,19211.39,85,Muy Tardío,App Móvil,REF0000071705
71706,3449,13,2024-09-21,2024-11-29,980.15,403.81,576.34,1013.97,403.81,576.34,33.82,18807.58,69,Muy Tardío,App Móvil,REF0000071706
71707,3449,14,2024-10-21,2025-01-10,980.15,415.92,564.23,1019.85,415.92,564.23,39.7,18391.66,81,Muy Tardío,Transferencia Interbancaria,REF0000071707
71708,3449,15,2024-11-20,2024-11-20,980.15,428.4,551.75,980.15,428.4,551.75,0.0,17963.26,0,Puntual,App Móvil,REF0000071708
71709,3449,16,2024-12-20,2024-12-20,980.15,441.25,538.9,980.15,441.25,538.9,0.0,17522.01,0,Puntual,Cajero ATM,REF0000071709
71710,3450,1,2022-12-28,2022-12-28,702.66,367.03,335.63,702.66,367.03,335.63,0.0,14970.01,0,Puntual,Transferencia Interbancaria,REF0000071710
71711,3450,2,2023-01-27,2023-01-27,702.66,375.07,327.59,702.66,375.07,327.59,0.0,14594.94,0,Puntual,Débito Automático,REF0000071711
71712,3450,3,2023-02-26,2023-02-26,702.66,383.27,319.39,702.66,383.27,319.39,0.0,14211.67,0,Puntual,Agencia,REF0000071712
71713,3450,4,2023-03-28,2023-03-28,702.66,391.66,311.0,702.66,391.66,311.0,0.0,13820.01,0,Puntual,Web Banca,REF0000071713
71714,3450,5,2023-04-27,2023-04-27,702.66,400.23,302.43,702.66,400.23,302.43,0.0,13419.78,0,Puntual,Agencia,REF0000071714
71715,3450,6,2023-05-27,2023-05-27,702.66,408.99,293.67,702.66,408.99,293.67,0.0,13010.79,0,Puntual,App Móvil,REF0000071715
71716,3450,7,2023-06-26,2023-06-28,702.66,417.94,284.72,702.66,417.94,284.72,0.0,12592.85,2,Con Gracia,APP MOVIL,REF0000071716
71717,3450,8,2023-07-26,2023-07-26,702.66,427.09,275.57,702.66,427.09,275.57,0.0,12165.76,0,Puntual,Agencia,REF0000071717
71718,3450,9,2023-08-25,2023-08-25,702.66,436.43,266.23,-702.66,436.43,266.23,0.0,11729.33,0,Puntual,Web Banca,REF0000071718
71719,3450,10,2023-09-24,2023-12-17,702.66,445.98,256.68,732.17,445.98,256.68,29.51,11283.35,84,Muy Tardío,App Móvil,REF0000071719
71720,3450,11,2023-10-24,2023-10-24,702.66,455.74,246.92,702.66,455.74,246.92,0.0,10827.61,0,Puntual,Transferencia Interbancaria,REF0000071720
71721,3450,12,2023-11-23,2023-11-23,702.66,465.72,236.94,702.66,465.72,236.94,0.0,10361.89,0,puntual,Agente Bancario,REF0000071721
71722,3450,13,2023-12-23,2023-12-23,702.66,475.91,226.75,702.66,475.91,226.75,0.0,9885.98,0,Puntual,Agente Bancario,REF0000071722
71723,3450,14,2024-01-22,2024-01-22,702.66,486.32,216.34,702.66,486.32,216.34,0.0,9399.66,0,Puntual,Transferencia Interbancaria,REF0000071723
71724,3450,15,2024-02-21,2024-02-22,702.66,496.96,205.7,702.66,496.96,205.7,0.0,8902.7,1,Con Gracia,Web Banca,REF0000071724
71725,3450,16,2024-03-22,2024-03-27,702.66,507.84,194.82,702.66,507.84,194.82,0.0,8394.86,5,Con Gracia,App Móvil,REF0000071725
71726,3450,17,2024-04-21,2024-04-21,702.66,518.95,183.71,702.66,518.95,183.71,0.0,7875.91,0,Puntual,Agencia,REF0000071726
71727,3450,18,2024-05-21,2024-05-21,702.66,530.31,172.35,702.66,530.31,172.35,0.0,7345.6,0,Puntual,Cajero ATM,REF0000071727
71728,3450,19,2024-06-20,2024-06-20,702.66,541.91,160.75,702.66,541.91,160.75,0.0,6803.69,0,Puntual,App Móvil,REF0000071728
71729,3450,20,2024-07-20,2024-07-20,702.66,553.77,148.89,702.66,553.77,148.89,0.0,6249.92,0,Puntual,debito automatico,REF0000071729
71730,3450,21,2024-08-19,2024-08-19,702.66,565.89,136.77,702.66,565.89,136.77,0.0,5684.03,0,Puntual,Transferencia Interbancaria,REF0000071730
71731,3450,22,2024-09-18,2024-09-25,702.66,578.27,124.39,702.66,578.27,124.39,0.0,5105.76,7,Con Gracia,Web Banca,REF0000071731
71732,3450,23,2024-10-18,2024-10-18,702.66,590.93,111.73,702.66,590.93,111.73,0.0,4514.83,0,Puntual,Web Banca,REF0000071732
71733,3450,24,2024-11-17,2024-11-17,702.66,603.86,98.8,702.66,603.86,98.8,0.0,3910.97,0,Puntual,Agencia,REF0000071733
71734,3450,25,2024-12-17,2024-12-17,702.66,617.07,85.59,702.66,617.07,85.59,0.0,3293.9,0,Puntual,Transferencia Interbancaria,REF0000071734
71735,3451,1,2023-06-07,2023-06-07,614.17,491.78,122.39,614.17,491.78,122.39,0.0,4403.72,0,Puntual,App Móvil,REF0000071735
71736,3451,2,2023-07-07,2023-07-07,614.17,504.08,110.09,614.17,504.08,110.09,0.0,3899.64,0,Puntual,Agencia,REF0000071736
71737,3451,3,2023-08-06,2023-08-06,614.17,516.68,97.49,614.17,516.68,97.49,0.0,3382.96,0,Puntual,App Móvil,REF0000071737
71738,3451,4,2023-09-05,2023-09-05,614.17,529.6,84.57,614.17,529.6,84.57,0.0,2853.36,0,Puntual,Agencia,REF0000071738
71739,3451,5,2023-10-05,2023-10-05,614.17,542.84,71.33,614.17,542.84,71.33,0.0,2310.52,0,Puntual,App Móvil,REF0000071739
71740,3451,6,2023-11-04,2024-02-10,614.17,556.41,57.76,644.26,556.41,57.76,30.09,1754.11,98,Muy Tardío,App Móvil,REF0000071740
71741,3451,7,2023-06-07,2023-06-06,614.17,570.32,43.85,614.17,570.32,43.85,0.0,1183.79,0,Puntual,Agencia,REF0000071741
71742,3451,8,2024-01-03,2024-01-03,614.17,584.58,29.59,614.17,584.58,29.59,0.0,599.21,0,Puntual,Web Banca,REF0000071742
71743,3451,9,2024-02-02,2024-02-09,614.17,599.21,14.96,614.17,599.21,14.96,0.0,0.0,7,Con Gracia,Agencia,REF0000071743
71744,3452,1,2021-08-04,2021-12-26,212.08,101.94,110.14,227.35,101.94,110.14,15.27,5255.49,144,Muy Tardío,App Móvil,REF0000071744
71745,3452,2,2021-09-03,2021-10-06,212.08,104.04,108.04,215.58,104.04,108.04,3.5,5151.45,33,Muy Tardío,Transferencia Interbancaria,REF0000071745
71746,3452,3,2021-10-03,2022-02-08,212.08,106.17,105.91,225.65,106.17,105.91,13.57,5045.28,128,Muy Tardío,Web Banca,REF0000071746
71747,3452,4,2021-11-02,2021-11-07,212.08,108.36,103.72,212.08,108.36,103.72,0.0,4936.92,5,Con Gracia,App Móvil,REF0000071747
71748,3452,5,2021-12-02,2022-01-15,212.08,110.59,101.49,216.75,110.59,101.49,4.67,4826.33,44,Muy Tardío,Transferencia Interbancaria,REF0000071748
71749,3452,6,2022-01-01,2022-05-29,212.08,112.86,99.22,227.77,112.86,99.22,15.69,4713.47,148,Muy Tardío,Agencia,REF0000071749
71750,3452,7,2022-01-31,2022-01-31,212.08,115.18,96.9,212.08,115.18,96.9,0.0,4598.29,0,Puntual,App Móvil,REF0000071750
71751,3452,8,2022-03-02,2022-06-11,212.08,117.55,94.53,222.79,117.55,94.53,10.71,4480.74,101,Muy Tardío,Transferencia Interbancaria,REF0000071751
71752,3452,9,2022-04-01,2022-05-24,212.08,119.96,92.12,217.7,119.96,92.12,5.62,4360.78,53,Muy Tardío,App Móvil,REF0000071752
71753,3452,10,2022-05-01,2022-08-20,212.08,122.43,89.65,223.85,122.43,89.65,11.77,4238.35,111,Muy Tardío,Cajero ATM,REF0000071753
71754,3452,11,2022-05-31,2022-05-31,212.08,124.95,87.13,212.08,124.95,87.13,0.0,4113.4,0,Puntual,Web Banca,REF0000071754
71755,3452,12,2022-06-30,2022-08-02,212.08,127.52,84.56,215.58,127.52,84.56,3.5,3985.88,33,Muy Tardío,Agencia,REF0000071755
71756,3452,13,2022-07-30,2022-08-04,212.08,130.14,81.94,212.08,130.14,81.94,0.0,3855.74,5,Con Gracia,App Móvil,REF0000071756
71757,3452,14,2022-08-29,2022-11-18,212.08,132.81,79.27,220.67,132.81,79.27,8.59,3722.93,81,Muy Tardío,Web Banca,REF0000071757
71758,3452,15,2022-09-28,2022-09-28,212.08,135.54,76.54,212.08,135.54,76.54,0.0,3587.39,0,Puntual,Cajero ATM,REF0000071758
71759,3452,16,2022-10-28,2022-11-05,212.08,138.33,73.75,212.08,138.33,73.75,0.0,3449.06,8,Con Gracia,Cajero ATM,REF0000071759
71760,3452,17,2022-11-27,2022-11-27,212.08,141.17,70.91,212.08,141.17,70.91,0.0,3307.89,0,Puntual,Agencia,REF0000071760
71761,3452,18,2022-12-27,2023-03-23,212.08,144.08,68.0,221.2,144.08,68.0,9.12,3163.81,86,Muy Tardío,Web Banca,REF0000071761
71762,3452,19,2023-01-26,2023-05-25,212.08,147.04,65.04,224.7,147.04,65.04,12.62,3016.77,119,Muy Tardío,Web Banca,REF0000071762
71763,3452,20,2023-02-25,2023-02-25,212.08,150.06,62.02,212.08,150.06,62.02,0.0,2866.71,0,Puntual,App Móvil,REF0000071763
71764,3452,21,2023-03-27,2023-03-27,212.08,153.15,58.93,212.08,153.15,58.93,0.0,2713.56,0,Puntual,App Móvil,REF0000071764
71765,3452,22,2023-04-26,2023-09-15,212.08,156.29,55.79,227.14,156.29,55.79,15.06,2557.27,142,Muy Tardío,Transferencia Interbancaria,REF0000071765
71766,3452,23,2023-05-26,2023-05-26,212.08,159.51,52.57,212.08,159.51,52.57,0.0,2397.76,0,Puntual,Cajero ATM,REF0000071766
71767,3452,24,2023-06-25,2023-06-25,212.08,162.79,49.29,222.47,162.79,49.29,10.39,2234.97,0,Muy Tardío,App Móvil,REF0000071767
71768,3452,25,2023-07-25,2023-11-29,212.08,166.13,45.95,225.55,166.13,45.95,13.47,2068.84,127,Muy Tardío,Cajero ATM,REF0000071768
71769,3452,26,2023-08-24,2023-08-24,212.08,169.55,42.53,212.08,169.55,42.53,0.0,1899.29,0,Puntual,Agencia,REF0000071769
71770,3452,27,2023-09-23,2023-09-23,212.08,173.03,39.05,212.08,173.03,39.05,0.0,1726.26,0,Puntual,Web Banca,REF0000071770
71771,3452,28,2023-10-23,2023-12-21,212.08,176.59,35.49,218.34,176.59,35.49,6.26,1549.67,59,Muy Tardío,Cajero ATM,REF0000071771
71772,3452,29,2023-11-22,2023-12-29,212.08,180.22,31.86,216.0,180.22,31.86,3.92,1369.45,37,Muy Tardío,Cajero ATM,REF0000071772
71773,3452,30,2023-12-22,2024-03-21,212.08,183.93,28.15,221.62,183.93,28.15,9.54,1185.52,90,Muy Tardío,Débito Automático,REF0000071773
71774,3452,31,2024-01-21,2024-04-26,212.08,187.71,24.37,222.26,187.71,24.37,10.18,997.81,96,Muy Tardío,App Móvil,REF0000071774
71775,3452,32,2024-02-20,2024-06-13,212.08,191.57,20.51,224.17,191.57,20.51,12.09,806.24,114,Muy Tardío,Web Banca,REF0000071775
71776,3452,33,2024-03-21,2024-03-23,212.08,195.51,16.57,212.08,195.51,16.57,0.0,610.73,2,Con Gracia,Agencia,REF0000071776
71777,3452,34,2024-04-20,2024-07-07,212.08,199.52,12.56,220.35,199.52,12.56,8.27,411.21,78,Muy Tardío,Cajero ATM,REF0000071777
71778,3452,35,2024-05-20,2024-06-04,212.08,203.63,8.45,212.08,203.63,8.45,0.0,207.58,15,Tardío,Agencia,REF0000071778
71779,3452,36,2024-06-19,2024-09-12,212.08,207.58,4.5,221.09,207.58,4.5,9.01,0.0,85,Muy Tardío,Agencia,REF0000071779
71780,3453,1,2023-03-17,2023-03-23,253.38,232.04,21.34,253.38,232.04,21.34,0.0,485.0,6,Con Gracia,Web Banca,REF0000071780
71781,3453,2,2023-04-16,2023-08-09,253.38,238.94,14.44,267.95,238.94,14.44,14.57,246.06,115,Muy Tardío,App Móvil,REF0000071781
71782,3453,3,2023-05-16,2023-05-16,253.38,246.06,7.32,253.38,246.06,7.32,0.0,0.0,0,Puntual,App Móvil,REF0000071782
71783,3454,1,2023-10-28,2024-02-05,1032.74,223.4,809.34,1084.38,223.4,809.34,51.64,21577.07,100,Muy Tardío,Agencia,REF0000071783
71784,3454,2,2023-11-27,2023-11-30,1032.74,231.69,801.05,1032.74,231.69,801.05,0.0,21345.38,3,Con Gracia,Transferencia Interbancaria,REF0000071784
71785,3454,3,2023-12-27,2023-12-27,1032.74,240.29,792.45,1032.74,240.29,792.45,0.0,21105.09,0,Puntual,Transferencia Interbancaria,REF0000071785
71786,3454,4,2024-01-26,2024-01-26,1032.74,249.21,783.53,1032.74,249.21,783.53,0.0,20855.88,0,Puntual,Agente Bancario,REF0000071786
71787,3454,5,2024-02-25,2024-02-25,1032.74,258.47,774.27,1032.74,258.47,774.27,0.0,20597.41,0,Puntual,Transferencia Interbancaria,REF0000071787
71788,3454,6,2024-03-26,2024-05-08,1032.74,268.06,764.68,1054.94,268.06,764.68,22.2,20329.35,43,Muy Tardío,Web Banca,REF0000071788
71789,3454,7,2024-04-25,2024-04-25,1032.74,278.01,754.73,1032.74,278.01,754.73,0.0,20051.34,0,Puntual,Agente Bancario,REF0000071789
71790,3454,8,2024-05-25,2024-05-25,1032.74,288.33,744.41,1032.74,288.33,744.41,0.0,19763.01,0,Puntual,Web Banca,REF0000071790
71791,3454,9,2024-06-24,2024-06-24,1032.74,299.04,733.7,1032.74,299.04,733.7,0.0,19463.97,0,Puntual,Agencia,REF0000071791
71792,3454,10,2024-07-24,2024-07-24,1032.74,310.14,722.6,1032.74,310.14,722.6,0.0,19153.83,0,Puntual,Agente Bancario,REF0000071792
71793,3454,11,2024-08-23,2024-08-23,1032.74,321.65,711.09,1032.74,321.65,711.09,0.0,18832.18,0,Puntual,Agencia,REF0000071793
71794,3454,12,2024-09-22,2024-09-22,1032.74,333.6,699.14,1032.74,333.6,699.14,0.0,18498.58,0,Puntual,Agencia,REF0000071794
71795,3454,13,2024-10-22,2024-10-22,1032.74,345.98,686.76,1032.74,345.98,686.76,0.0,18152.6,0,Puntual,Cajero ATM,REF0000071795
71796,3454,14,2024-11-21,2024-11-21,1032.74,358.82,673.92,1032.74,358.82,673.92,0.0,17793.78,0,Puntual,Cajero ATM,REF0000071796
71797,3454,15,2024-12-21,2025-01-13,1032.74,372.15,660.59,1032.74,372.15,660.59,0.0,17421.63,23,Tardío,Agente Bancario,REF0000071797
71798,3455,1,2022-04-29,2022-05-06,1448.44,859.51,588.93,1448.44,859.51,588.93,0.0,25930.46,7,Con Gracia,Agente Bancario,REF0000071798
71799,3455,2,2022-05-29,2022-08-23,1448.44,878.4,570.04,1510.72,878.4,570.04,62.28,25052.06,86,Muy Tardío,App Móvil,REF0000071799
71800,3455,3,2022-06-28,2022-06-28,1448.44,897.71,550.73,1448.44,897.71,550.73,0.0,24154.35,0,Puntual,Agencia,REF0000071800
71801,3455,4,2022-07-28,2022-07-28,1448.44,917.45,530.99,1448.44,917.45,530.99,0.0,23236.9,0,puntual,App Móvil,REF0000071801
71802,3455,5,2022-08-27,2022-08-27,1448.44,937.62,510.82,1448.44,937.62,510.82,0.0,22299.28,0,Puntual,Transferencia Interbancaria,REF0000071802
71803,3455,6,2022-09-26,2022-11-13,1448.44,958.23,490.21,1483.2,958.23,490.21,34.76,21341.05,48,Muy Tardío,App Móvil,REF0000071803
71804,3455,7,2022-10-26,2022-10-26,1448.44,979.29,469.15,1448.44,979.29,469.15,0.0,20361.76,0,Puntual,Transferencia Interbancaria,REF0000071804
71805,3455,8,2022-11-25,2022-11-25,1448.44,1000.82,447.62,1448.44,1000.82,447.62,0.0,19360.94,0,Puntual,Web Banca,REF0000071805
71806,3455,9,2022-12-25,2023-02-24,1448.44,1022.82,425.62,1492.62,1022.82,425.62,44.18,18338.12,61,Muy Tardío,App Móvil,REF0000071806
71807,3455,10,2023-01-24,2023-01-24,1448.44,1045.31,403.13,1448.44,1045.31,403.13,0.0,17292.81,0,Puntual,App Móvil,REF0000071807
71808,3455,11,2023-02-23,2023-02-23,1448.44,1068.29,380.15,1448.44,1068.29,380.15,0.0,16224.52,0,Puntual,Agencia,REF0000071808
71809,3455,12,2023-03-25,2023-03-25,1448.44,1091.77,356.67,1448.44,1091.77,356.67,0.0,15132.75,0,Puntual,Agencia,REF0000071809
71810,3455,13,2023-04-24,2023-04-24,1448.44,1115.77,332.67,1448.44,1115.77,332.67,0.0,14016.98,0,Puntual,App Móvil,REF0000071810
71811,3455,14,2023-05-24,2023-05-24,1448.44,1140.3,308.14,1448.44,1140.3,308.14,0.0,12876.68,0,Puntual,Débito Automático,REF0000071811
71812,3455,15,2023-06-23,2023-06-23,1448.44,1165.37,283.07,1448.44,1165.37,283.07,0.0,11711.31,0,Puntual,App Móvil,REF0000071812
71813,3455,16,2023-07-23,2023-07-24,1448.44,1190.99,257.45,1448.44,1190.99,257.45,0.0,10520.32,1,Con Gracia,Débito Automático,REF0000071813
71814,3455,17,2023-08-22,2023-08-22,1448.44,1217.17,231.27,1448.44,1217.17,231.27,0.0,9303.15,0,Puntual,Agencia,REF0000071814
71815,3455,18,2023-09-21,2023-09-21,1448.44,1243.93,204.51,1448.44,1243.93,204.51,0.0,8059.22,0,Puntual,Transferencia Interbancaria,REF0000071815
71816,3455,19,2023-10-21,2023-12-02,1448.44,1271.27,177.17,1478.86,1271.27,177.17,30.42,6787.95,42,Muy Tardío,App Móvil,REF0000071816
71817,3455,20,2023-11-20,2023-11-20,1448.44,1299.22,149.22,1448.44,1299.22,149.22,0.0,5488.73,0,Puntual,Débito Automático,REF0000071817
71818,3455,21,2023-12-20,2023-12-20,1448.44,1327.78,120.66,1448.44,1327.78,120.66,0.0,4160.95,0,Puntual,Transferencia Interbancaria,REF0000071818
71819,3455,22,2024-01-19,2024-01-19,1448.44,1356.97,91.47,1448.44,1356.97,91.47,0.0,2803.98,0,Puntual,Transferencia Interbancaria,REF0000071819
71820,3455,23,2024-02-18,2024-02-18,1448.44,1386.8,61.64,1448.44,1386.8,61.64,0.0,1417.18,0,Puntual ,App Móvil,REF0000071820
71821,3455,24,2024-03-19,2024-03-19,1448.44,1417.18,31.26,1448.44,1417.18,31.26,0.0,0.0,0,Puntual,Agencia,REF0000071821
71822,3456,1,2024-08-26,2024-10-24,1696.05,1195.57,500.48,1746.08,1195.57,500.48,50.03,24317.56,59,Muy Tardío,Transferencia Interbancaria,REF0000071822
71823,3456,2,2024-09-25,2024-09-25,1696.05,1219.02,477.03,1696.05,1219.02,477.03,0.0,23098.54,0,Puntual,App Móvil,REF0000071823
71824,3456,3,2024-10-25,2024-10-25,1696.05,1242.93,453.12,1696.05,1242.93,453.12,0.0,21855.61,0,puntual,Agente Bancario,REF0000071824
71825,3456,4,2024-11-24,2024-11-24,1696.05,1267.32,428.73,1696.05,1267.32,428.73,0.0,20588.29,0,Puntual,Agencia,REF0000071825
71826,3456,5,2024-12-24,2025-01-02,1696.05,1292.18,403.87,1696.05,1292.18,403.87,0.0,19296.11,9,Tardío,Web Banca,REF0000071826
71827,3457,1,2023-05-20,2023-09-05,1013.92,278.0,735.92,1068.67,278.0,735.92,54.75,33479.75,108,Muy Tardío,Débito Automático,REF0000071827
71828,3457,2,2023-06-19,2023-06-19,1013.92,284.06,729.86,1013.92,284.06,729.86,0.0,33195.69,0,Puntual,Web Banca,REF0000071828
71829,3457,3,2023-07-19,2023-07-19,1013.92,290.25,723.67,1013.92,290.25,723.67,0.0,32905.44,0,Puntual,Cajero ATM,REF0000071829
71830,3457,4,2023-08-18,2023-08-18,1013.92,296.58,717.34,1013.92,296.58,717.34,0.0,32608.86,0,Puntual,Agencia,REF0000071830
71831,3457,5,2023-09-17,2023-09-17,1013.92,303.05,710.87,1013.92,303.05,710.87,0.0,32305.81,0,Puntual,Agencia,REF0000071831
71832,3457,6,2023-10-17,2023-10-20,1013.92,309.65,704.27,1013.92,309.65,704.27,0.0,31996.16,3,Con Gracia,app movil,REF0000071832
71833,3457,7,2023-11-16,2023-11-16,1013.92,316.4,697.52,1013.92,316.4,697.52,0.0,31679.76,0,Puntual,Cajero ATM,REF0000071833
71834,3457,8,2023-12-16,2023-12-16,1013.92,323.3,690.62,1013.92,323.3,690.62,0.0,31356.46,0,Puntual,Transferencia Interbancaria,REF0000071834
71835,3457,9,2024-01-15,2024-01-17,1013.92,330.35,683.57,1013.92,330.35,683.57,0.0,31026.11,2,Con Gracia,Agencia,REF0000071835
71836,3457,10,2024-02-14,2024-02-14,1013.92,337.55,676.37,1013.92,337.55,676.37,0.0,30688.56,0,Puntual,Agencia,REF0000071836
71837,3457,11,2024-03-15,2024-03-15,1013.92,344.91,669.01,1013.92,344.91,669.01,0.0,30343.65,0,Puntual,App Móvil,REF0000071837
71838,3457,12,2024-04-14,2024-04-14,1013.92,352.43,661.49,1013.92,352.43,661.49,0.0,29991.22,0,Puntual,App Móvil,REF0000071838
71839,3457,13,2024-05-14,2024-08-24,1013.92,360.11,653.81,1065.63,360.11,653.81,51.71,29631.11,102,Muy Tardío,Agente Bancario,REF0000071839
71840,3457,14,2024-06-13,2024-06-13,1013.92,367.96,645.96,1013.92,367.96,645.96,0.0,29263.15,0,Puntual,Agente Bancario,REF0000071840
71841,3457,15,2024-07-13,2024-07-13,1013.92,375.98,637.94,1013.92,375.98,637.94,0.0,28887.17,0,Puntual,App Móvil,REF0000071841
71842,3457,16,2024-08-12,2024-08-12,1013.92,384.18,629.74,1013.92,384.18,629.74,0.0,28502.99,0,Puntual,App Móvil,REF0000071842
71843,3457,17,2024-09-11,2024-09-11,1013.92,392.55,621.37,1013.92,392.55,621.37,0.0,28110.44,0,Puntual,App Móvil,REF0000071843
71844,3457,18,2024-10-11,2024-10-11,1013.92,401.11,612.81,1013.92,401.11,612.81,0.0,27709.33,0,Puntual,App Móvil,REF0000071844
71845,3457,19,2024-11-10,2024-11-10,1013.92,409.86,604.06,1013.92,409.86,604.06,0.0,27299.47,0,Puntual,Agencia,REF0000071845
71846,3457,20,2024-12-10,2024-12-10,1013.92,418.79,595.13,1013.92,418.79,595.13,0.0,26880.68,0,Puntual,Transferencia Interbancaria,REF0000071846
71847,3458,1,2020-02-03,2020-02-06,326.83,99.21,227.62,326.83,99.21,227.62,0.0,8951.48,3,Con Gracia,App Móvil,REF0000071847
71848,3458,2,2020-03-04,2020-03-04,326.83,101.7,225.13,326.83,101.7,225.13,0.0,8849.78,0,Puntual,Cajero ATM,REF0000071848
71849,3458,3,2020-04-03,2020-04-03,326.83,104.26,222.57,326.83,104.26,222.57,0.0,8745.52,0,Puntual,Agencia,REF0000071849
71850,3458,4,2020-05-03,2020-05-03,326.83,106.88,219.95,326.83,106.88,219.95,0.0,8638.64,0,Puntual,App Móvil,REF0000071850
71851,3458,5,2020-06-02,2020-06-05,326.83,109.57,217.26,326.83,109.57,217.26,0.0,8529.07,3,Con Gracia,Transferencia Interbancaria,REF0000071851
71852,3458,6,2020-07-02,2020-10-09,326.83,112.32,214.51,343.01,112.32,214.51,16.18,8416.75,99,Muy Tardío,Cajero ATM,REF0000071852
